UN Region,Sex,Age Group,Cause,Value,Low,High
Eastern Asia,Female,75-79,Lower respiratory infections,2935.19681,1966.0945,3959.8952
Eastern Asia,Female,80+,Lower respiratory infections,21927.44493,13692.99347,31027.23075
Eastern Asia,Female,All,Lower respiratory infections,31958.26429,20614.19572,44409.32553
Eastern Asia,Female,25-29,"Trachea, bronchus, lung cancers",57.24761,35.16576,83.23113
Eastern Asia,Female,30-34,"Trachea, bronchus, lung cancers",162.71319,99.97959,236.4854
Eastern Asia,Female,35-39,"Trachea, bronchus, lung cancers",268.15722,164.65386,389.92225
Eastern Asia,Female,40-44,"Trachea, bronchus, lung cancers",605.67937,371.70319,881.15848
Eastern Asia,Female,45-49,"Trachea, bronchus, lung cancers",1197.77636,734.51715,1743.24664
Eastern Asia,Female,50-54,"Trachea, bronchus, lung cancers",2208.69042,1354.97296,3213.77259
Eastern Asia,Female,55-59,"Trachea, bronchus, lung cancers",2932.60273,1798.40166,4268.4879
Eastern Asia,Female,60-64,"Trachea, bronchus, lung cancers",4193.22047,2569.12767,6106.75868
Eastern Asia,Female,65-69,"Trachea, bronchus, lung cancers",6072.23227,3717.50847,8845.08221
Eastern Asia,Female,70-74,"Trachea, bronchus, lung cancers",5735.0424,3497.90428,8371.9918
Eastern Asia,Female,75-79,"Trachea, bronchus, lung cancers",5136.02755,3125.19997,7517.54357
Eastern Asia,Female,80+,"Trachea, bronchus, lung cancers",8751.4485,5263.90775,12956.04662
Eastern Asia,Female,All,"Trachea, bronchus, lung cancers",37320.83807,22723.49113,54544.6121
Eastern Asia,Male,25-29,Ischaemic heart disease,775.69017,527.36229,979.61741
Eastern Asia,Male,30-34,Ischaemic heart disease,1916.69588,1302.91524,2419.67953
Eastern Asia,Male,35-39,Ischaemic heart disease,2604.11997,1769.18884,3283.03216
Eastern Asia,Male,40-44,Ischaemic heart disease,4621.34628,3138.35541,5823.25385
Eastern Asia,Male,45-49,Ischaemic heart disease,7732.03657,5247.50597,9754.74468
Eastern Asia,Male,50-54,Ischaemic heart disease,12256.75608,8319.46986,15458.10643
Eastern Asia,Male,55-59,Ischaemic heart disease,15150.37778,10283.5519,19110.78255
Eastern Asia,Male,All,Ischaemic heart disease,267445.4899,181151.0674,337857.5889
Eastern Asia,Male,80+,Chronic obstructive pulmonary disease,60799.07342,24524.90196,111537.5769
Eastern Asia,Male,All,Chronic obstructive pulmonary disease,121817.1237,49369.93256,222164.4395
Eastern Asia,Male,0-4,Lower respiratory infections,2689.21659,1887.07134,3529.89042
Eastern Asia,Male,5-9,Lower respiratory infections,91.87291,64.11809,120.53252
Eastern Asia,Male,10-14,Lower respiratory infections,70.15887,48.84063,92.08347
Eastern Asia,Male,25-29,Stroke,443.87036,235.73348,670.7186
Eastern Asia,Male,30-34,Stroke,1074.76507,570.35053,1625.14138
Eastern Asia,Male,35-39,Stroke,1544.53073,819.77678,2334.1413
Eastern Asia,Male,40-44,Stroke,2974.48954,1578.89999,4490.54103
Eastern Asia,Male,45-49,Stroke,5391.26431,2861.47263,8132.39237
Eastern Asia,Male,50-54,Stroke,9377.02825,4976.09404,14161.77516
Eastern Asia,Male,55-59,Stroke,12358.67895,6557.62342,18655.3595
Eastern Asia,Male,60-64,Stroke,17865.39781,9481.37405,26961.08001
Eastern Asia,Male,65-69,Stroke,28250.8725,14990.96704,42676.10447
Eastern Asia,Male,70-74,Stroke,32004.94631,16981.0033,48284.4785
Eastern Asia,Male,75-79,Stroke,33989.96107,18037.53338,51163.13535
Eastern Asia,Male,80+,Stroke,76645.67764,40703.6479,115780.1784
Eastern Asia,Male,All,Stroke,221921.4825,117789.5372,333936.6311
Eastern Asia,Male,25-29,Chronic obstructive pulmonary disease,43.22096,17.6478,78.39597
Eastern Asia,Male,30-34,Chronic obstructive pulmonary disease,106.42244,43.56294,192.70473
Eastern Asia,Male,35-39,Chronic obstructive pulmonary disease,141.62813,57.92084,256.54013
Eastern Asia,Male,40-44,Chronic obstructive pulmonary disease,339.38851,138.88837,614.08476
Eastern Asia,Male,45-49,Chronic obstructive pulmonary disease,773.73904,316.21403,1400.29698
Eastern Asia,Male,50-54,Chronic obstructive pulmonary disease,1764.67695,721.62256,3191.4921
Eastern Asia,Male,55-59,Chronic obstructive pulmonary disease,3001.51428,1225.89944,5430.59914
Eastern Asia,Male,60-64,Chronic obstructive pulmonary disease,5731.41078,2338.16931,10378.07456
Eastern Asia,Male,65-69,Chronic obstructive pulmonary disease,11207.07959,4572.59375,20347.35856
Eastern Asia,Male,70-74,Chronic obstructive pulmonary disease,16832.99445,6852.31968,30609.31181
Eastern Asia,Male,75-79,Chronic obstructive pulmonary disease,21075.97518,8560.19188,38328.42968
Eastern Asia,Male,15-19,Lower respiratory infections,83.42357,57.96264,109.89163
Eastern Asia,Male,75-79,"Trachea, bronchus, lung cancers",11105.95096,6741.92731,16307.57208
Eastern Asia,Male,80+,"Trachea, bronchus, lung cancers",14705.82795,8844.00505,21760.49832
Eastern Asia,Male,All,"Trachea, bronchus, lung cancers",82906.33861,50508.82837,121263.0109
Europe,Both,25-29,Ischaemic heart disease,141.24144,81.46589,193.14919
Europe,Both,30-34,Ischaemic heart disease,427.45988,244.46916,588.44499
Eastern Asia,Male,20-24,Lower respiratory infections,104.91074,73.15595,137.96095
Eastern Asia,Male,25-29,Lower respiratory infections,120.82493,84.05779,158.51078
Eastern Asia,Male,30-34,Lower respiratory infections,187.37456,130.35989,246.37068
Eastern Asia,Male,35-39,Lower respiratory infections,193.06281,133.71861,254.19018
Eastern Asia,Male,40-44,Lower respiratory infections,277.16958,191.50075,365.54267
Eastern Asia,Male,45-49,Lower respiratory infections,452.05038,310.51194,596.64388
Eastern Asia,Male,50-54,Lower respiratory infections,723.91536,497.65952,955.39708
Eastern Asia,Male,55-59,Lower respiratory infections,958.2052,654.3635,1269.17764
Eastern Asia,Male,60-64,Lower respiratory infections,1432.92624,971.77605,1906.18665
Eastern Asia,Male,65-69,Lower respiratory infections,2323.04826,1562.28217,3119.98955
Eastern Asia,Male,70-74,Lower respiratory infections,3267.74207,2169.94926,4447.90126
Eastern Asia,Male,75-79,Lower respiratory infections,4684.72646,3043.16385,6454.50548
Eastern Asia,Male,80+,Lower respiratory infections,22049.91666,13977.15331,31007.51408
Eastern Asia,Male,All,Lower respiratory infections,39710.54519,25779.34083,54750.35088
Eastern Asia,Male,25-29,"Trachea, bronchus, lung cancers",101.68891,62.47582,147.79424
Eastern Asia,Male,30-34,"Trachea, bronchus, lung cancers",294.18513,180.86895,427.43071
Eastern Asia,Male,35-39,"Trachea, bronchus, lung cancers",479.29466,294.37773,696.9168
Eastern Asia,Male,40-44,"Trachea, bronchus, lung cancers",1070.94805,657.29339,1557.91125
Eastern Asia,Male,45-49,"Trachea, bronchus, lung cancers",2509.96447,1539.55875,3652.60734
Eastern Asia,Male,50-54,"Trachea, bronchus, lung cancers",5124.49447,3144.26634,7455.77484
Eastern Asia,Male,55-59,"Trachea, bronchus, lung cancers",7617.23298,4671.54049,11089.15027
Eastern Asia,Male,60-64,"Trachea, bronchus, lung cancers",10843.73076,6641.57891,15799.43628
Eastern Asia,Male,65-69,"Trachea, bronchus, lung cancers",15314.20101,9363.91933,22330.75162
Eastern Asia,Male,70-74,"Trachea, bronchus, lung cancers",13738.81925,8367.01629,20098.92755
Europe,Both,35-39,Ischaemic heart disease,988.40148,564.23459,1361.91711
Europe,Both,30-34,Chronic obstructive pulmonary disease,14.53782,3.35436,34.2664
Europe,Both,35-39,Chronic obstructive pulmonary disease,31.18114,7.22946,73.0266
Europe,Both,40-44,Chronic obstructive pulmonary disease,67.75237,16.00753,157.05945
Europe,Both,45-49,Chronic obstructive pulmonary disease,139.12069,33.27147,323.23706
Europe,Both,50-54,Chronic obstructive pulmonary disease,333.23406,79.40905,774.38945
Europe,Both,40-44,Ischaemic heart disease,2042.66817,1166.99892,2803.14026
Europe,Both,45-49,Ischaemic heart disease,3640.36975,2085.55794,4994.05995
Europe,Both,50-54,Ischaemic heart disease,6251.19667,3592.04555,8546.5991
Europe,Both,55-59,Ischaemic heart disease,11589.38406,6633.23062,15881.72838
Europe,Both,60-64,Ischaemic heart disease,18948.0771,10852.62285,25916.51874
Europe,Both,65-69,Ischaemic heart disease,25740.93375,14780.9048,35159.40231
Europe,Both,70-74,Ischaemic heart disease,28480.34694,16557.49627,38914.12368
Europe,Both,75-79,Ischaemic heart disease,37245.25599,21699.37308,50890.72761
Europe,Both,80+,Ischaemic heart disease,173725.9355,101009.9329,236655.0036
Europe,Both,All,Ischaemic heart disease,309221.2707,179418.7357,422756.2152
Europe,Both,25-29,Stroke,47.14664,20.23263,81.95846
Europe,Both,30-34,Stroke,127.31641,53.28174,223.98868
Europe,Both,35-39,Stroke,263.75748,109.6955,467.71848
Europe,Both,40-44,Stroke,493.31682,204.49001,873.67229
Europe,Both,45-49,Stroke,808.07972,337.38802,1419.52775
Europe,Both,50-54,Stroke,1303.3098,548.65935,2281.24014
Europe,Both,55-59,Stroke,2387.38368,1004.03954,4192.16971
Europe,Both,60-64,Stroke,4059.58176,1722.73557,7108.99376
Europe,Both,65-69,Stroke,6154.29583,2640.78668,10727.43853
Europe,Both,70-74,Stroke,7542.34431,3268.7337,13063.9858
Europe,Both,75-79,Stroke,10516.68515,4551.60921,18202.546
Europe,Both,80+,Stroke,47772.78046,20549.66809,82686.69424
Europe,Both,All,Stroke,81475.99806,34951.90237,141279.7635
Europe,Both,25-29,Chronic obstructive pulmonary disease,6.17933,1.56896,14.13728
Europe,Both,55-59,Chronic obstructive pulmonary disease,747.77904,176.58334,1748.10342
Europe,Both,25-29,"Trachea, bronchus, lung cancers",5.59955,2.7274,9.40376
Europe,Both,30-34,"Trachea, bronchus, lung cancers",17.21182,8.40954,28.97783
Europe,Both,35-39,"Trachea, bronchus, lung cancers",47.44224,23.07982,80.17506
Europe,Both,40-44,"Trachea, bronchus, lung cancers",116.43536,57.52027,197.53514
Europe,Both,45-49,"Trachea, bronchus, lung cancers",366.13925,178.92733,619.48383
Europe,Both,50-54,"Trachea, bronchus, lung cancers",857.30421,419.59657,1447.82428
Europe,Both,60-64,Chronic obstructive pulmonary disease,1509.65929,359.80273,3514.5363
Europe,Both,65-69,Chronic obstructive pulmonary disease,2256.91163,538.61104,5253.42632
Europe,Both,70-74,Chronic obstructive pulmonary disease,3018.48467,717.93561,7093.88225
Europe,Both,75-79,Chronic obstructive pulmonary disease,3521.35332,834.48428,8295.32855
Europe,Both,80+,Chronic obstructive pulmonary disease,13908.88084,3341.42174,32770.66323
Europe,Both,All,Chronic obstructive pulmonary disease,25555.07419,6108.87665,59988.01025
Europe,Both,0-4,Lower respiratory infections,193.4094,78.53625,339.43641
Europe,Both,5-9,Lower respiratory infections,22.97371,9.41168,40.01289
Europe,Both,10-14,Lower respiratory infections,24.03876,9.98729,41.59614
Europe,Both,15-19,Lower respiratory infections,30.37755,12.80397,52.37925
Europe,Both,20-24,Lower respiratory infections,44.46096,18.4163,77.00848
Europe,Both,25-29,Lower respiratory infections,83.68981,33.8912,147.53789
Europe,Both,30-34,Lower respiratory infections,198.87981,77.4122,354.70661
Europe,Female,50-54,Ischaemic heart disease,1155.69435,664.75332,1580.59918
Europe,Female,55-59,Ischaemic heart disease,2491.80337,1426.30012,3410.68712
Europe,Female,60-64,Ischaemic heart disease,4875.98193,2791.55299,6670.92648
Europe,Female,65-69,Ischaemic heart disease,8434.59482,4843.29216,11541.95635
Europe,Female,70-74,Ischaemic heart disease,11380.65597,6576.10088,15541.68196
Europe,Female,75-79,Ischaemic heart disease,18713.38347,10841.04165,25542.23231
Europe,Female,80+,Ischaemic heart disease,112934.8985,65562.30086,154253.2165
Europe,Female,All,Ischaemic heart disease,161236.4351,93545.48853,220109.0032
Europe,Female,25-29,Stroke,15.983,6.93246,27.65041
Europe,Female,30-34,Stroke,42.01427,17.82775,73.52507
Europe,Female,35-39,Stroke,84.20833,35.15117,149.15481
Europe,Female,40-44,Stroke,157.9586,66.0004,279.03767
Europe,Female,45-49,Stroke,269.11107,113.03161,472.85923
Europe,Female,50-54,Stroke,435.63859,183.35151,763.95753
Europe,Female,55-59,Stroke,784.66223,329.32627,1379.78857
Europe,Female,60-64,Stroke,1407.09422,594.54415,2467.88083
Europe,Female,65-69,Stroke,2479.58823,1057.09352,4336.57378
Europe,Both,35-39,Lower respiratory infections,330.80891,128.05802,592.46742
Europe,Both,40-44,Lower respiratory infections,445.20835,172.84755,797.67181
Europe,Both,45-49,Lower respiratory infections,521.72339,207.77756,931.82037
Europe,Both,50-54,Lower respiratory infections,615.00093,245.85398,1080.61234
Europe,Both,55-59,Lower respiratory infections,895.69562,358.04948,1574.92978
Europe,Both,60-64,Lower respiratory infections,1189.76908,487.89866,2067.99492
Europe,Both,65-69,Lower respiratory infections,1411.8152,589.32291,2441.50803
Europe,Both,70-74,Lower respiratory infections,1721.61801,705.99405,2994.23661
Europe,Both,75-79,Lower respiratory infections,2340.08142,955.56934,4097.95369
Europe,Both,80+,Lower respiratory infections,17799.22627,7089.62107,31370.08806
Europe,Both,All,Lower respiratory infections,27868.77719,11075.22912,49225.0802
Europe,Both,55-59,"Trachea, bronchus, lung cancers",1831.23193,896.50906,3087.18501
Europe,Both,60-64,"Trachea, bronchus, lung cancers",2886.27949,1424.23655,4862.09132
Europe,Both,65-69,"Trachea, bronchus, lung cancers",3438.39023,1703.67935,5789.90206
Europe,Both,70-74,"Trachea, bronchus, lung cancers",3314.16683,1630.80866,5642.65373
Europe,Both,75-79,"Trachea, bronchus, lung cancers",2522.52134,1236.31608,4309.98722
Europe,Both,80+,"Trachea, bronchus, lung cancers",4002.25207,1957.94592,6858.81792
Europe,Both,All,"Trachea, bronchus, lung cancers",19404.97434,9569.34957,32949.57837
Europe,Female,25-29,Ischaemic heart disease,26.1675,15.13295,35.74585
Europe,Female,30-34,Ischaemic heart disease,69.1211,39.41927,95.20614
Europe,Female,35-39,Ischaemic heart disease,166.58166,95.05291,229.69008
Europe,Female,40-44,Ischaemic heart disease,344.63347,197.07657,472.89905
Europe,Female,45-49,Ischaemic heart disease,642.91904,368.81586,881.44501
Europe,Female,65-69,Chronic obstructive pulmonary disease,769.12056,183.65306,1806.10382
Europe,Female,40-44,Lower respiratory infections,101.40817,39.26171,182.79003
Europe,Female,45-49,Lower respiratory infections,112.91517,44.19382,201.84688
Europe,Female,50-54,Lower respiratory infections,139.89208,55.31467,245.94105
Europe,Female,55-59,Lower respiratory infections,211.25445,84.73543,372.65859
Europe,Female,60-64,Lower respiratory infections,317.73513,130.99187,552.03956
Europe,Female,65-69,Lower respiratory infections,441.59072,184.087,762.24962
Europe,Female,70-74,Chronic obstructive pulmonary disease,1105.7102,263.31343,2618.10104
Europe,Female,75-79,Chronic obstructive pulmonary disease,1356.35009,319.73855,3212.19217
Europe,Female,80+,Chronic obstructive pulmonary disease,6554.62351,1573.35436,15412.99796
Europe,Female,All,Chronic obstructive pulmonary disease,10704.27607,2558.41939,25199.04304
Europe,Female,0-4,Lower respiratory infections,83.79059,34.04228,146.99116
Europe,Female,5-9,Lower respiratory infections,11.73829,4.83041,20.41475
Europe,Female,10-14,Lower respiratory infections,11.02393,4.52806,19.15468
Europe,Female,15-19,Lower respiratory infections,12.1083,5.12728,20.83268
Europe,Female,20-24,Lower respiratory infections,15.11231,6.25527,26.23447
Europe,Female,25-29,Lower respiratory infections,26.79763,10.62873,47.68994
Europe,Female,30-34,Lower respiratory infections,52.00516,20.04888,94.01115
Europe,Female,35-39,Lower respiratory infections,80.5932,31.02381,145.45783
Europe,Female,70-74,Stroke,3518.44138,1520.42188,6107.24801
Europe,Female,75-79,Stroke,5877.85579,2535.87167,10225.67223
Europe,Female,80+,Stroke,32821.26702,14036.86574,56998.95108
Europe,Female,All,Stroke,47893.82274,20473.12624,83263.97081
Europe,Female,25-29,Chronic obstructive pulmonary disease,1.78842,0.43376,4.14136
Europe,Female,30-34,Chronic obstructive pulmonary disease,4.30647,1.01882,10.01936
Europe,Female,35-39,Chronic obstructive pulmonary disease,8.56186,2.01868,19.97899
Europe,Male,30-34,Ischaemic heart disease,358.33878,205.0439,493.4005
Europe,Male,35-39,Ischaemic heart disease,821.81982,469.18168,1132.2004
Europe,Male,40-44,Ischaemic heart disease,1698.0347,969.92668,2330.71132
Europe,Male,45-49,Ischaemic heart disease,2997.4507,1716.99965,4111.6443
Europe,Male,50-54,Ischaemic heart disease,5095.50233,2927.29223,6965.99992
Europe,Male,55-59,Ischaemic heart disease,9097.58069,5206.93051,12471.04126
Europe,Male,60-64,Ischaemic heart disease,14072.09517,8064.58796,19261.08134
Europe,Male,65-69,Ischaemic heart disease,17306.33892,9953.87672,23666.16051
Europe,Male,70-74,Ischaemic heart disease,17099.69097,9927.07701,23398.42978
Europe,Male,75-79,Ischaemic heart disease,18531.87252,10752.91623,25275.38291
Europe,Male,80+,Ischaemic heart disease,60791.03705,35529.50291,82899.27174
Europe,Male,All,Ischaemic heart disease,147984.8356,85756.9232,202247.7434
Europe,Female,40-44,Chronic obstructive pulmonary disease,17.61957,4.19998,40.79513
Europe,Female,45-49,Chronic obstructive pulmonary disease,39.74204,9.46081,92.40924
Europe,Female,50-54,Chronic obstructive pulmonary disease,104.20068,24.86066,244.50547
Europe,Female,55-59,Chronic obstructive pulmonary disease,241.41068,57.27147,568.27465
Europe,Female,60-64,Chronic obstructive pulmonary disease,500.84201,120.10519,1174.44698
Europe,Female,70-74,Lower respiratory infections,626.44211,258.79843,1090.48238
Europe,Female,75-79,Lower respiratory infections,981.4771,401.97955,1716.30386
Europe,Female,80+,Lower respiratory infections,10096.93034,4023.98254,17795.73956
Europe,Female,All,Lower respiratory infections,13322.81469,5345.0017,23489.26976
Europe,Female,25-29,"Trachea, bronchus, lung cancers",2.16474,1.04706,3.66419
Europe,Female,30-34,"Trachea, bronchus, lung cancers",7.00302,3.37755,11.91231
Europe,Female,35-39,"Trachea, bronchus, lung cancers",17.19937,8.42884,29.20695
Europe,Female,40-44,"Trachea, bronchus, lung cancers",44.26799,21.61342,75.18846
Europe,Female,45-49,"Trachea, bronchus, lung cancers",118.07669,58.21546,200.69299
