Region,Sex,Age Group,Cause,Value,Low,High
Western Pacific,Female,0-4,Lower respiratory infections,3050.37687,2037.96223,4098.25739
Western Pacific,Female,5-9,Lower respiratory infections,136.04053,87.98511,186.21212
Western Pacific,Female,10-14,Lower respiratory infections,84.36322,53.34934,117.40226
Western Pacific,Female,15-19,Lower respiratory infections,103.12612,63.71103,145.85618
Western Pacific,Female,20-24,Lower respiratory infections,110.80225,68.88064,155.93468
Western Pacific,Female,35-39,Stroke,524.84979,274.14766,781.36884
Western Pacific,Female,40-44,Stroke,1143.00723,596.84893,1713.06277
Western Pacific,Female,45-49,Stroke,2408.75162,1257.15755,3628.17355
Western Pacific,Female,50-54,Stroke,4831.71316,2549.10982,7291.44689
Western Pacific,Female,55-59,Stroke,6558.95945,3468.40115,9893.00374
Western Pacific,Female,60-64,Stroke,10059.44594,5335.07203,15212.77852
Western Pacific,Female,65-69,Stroke,17941.15431,9529.14668,27162.567
Western Pacific,Female,70-74,Stroke,22194.18486,11785.66517,33602.06479
Western Pacific,Female,75-79,Stroke,26047.05578,13777.87285,39352.64477
Western Pacific,Female,80+,Stroke,84551.21978,44132.55362,126730.4701
Western Pacific,Female,All,Stroke,176733.8526,92208.75217,267008.8683
Western Pacific,Female,25-29,Chronic obstructive pulmonary disease,29.60418,11.30976,55.53139
Western Pacific,Female,30-34,Chronic obstructive pulmonary disease,61.60198,24.0726,114.78345
Western Pacific,Female,35-39,Chronic obstructive pulmonary disease,85.98018,33.42693,160.51788
Western Pacific,Female,40-44,Chronic obstructive pulmonary disease,180.11034,71.16314,333.35402
Western Pacific,Female,45-49,Chronic obstructive pulmonary disease,397.08528,159.13599,730.98398
Western Pacific,Female,50-54,Chronic obstructive pulmonary disease,872.41599,351.03059,1608.63544
Western Pacific,Female,55-59,Chronic obstructive pulmonary disease,1435.00637,577.25201,2650.3765
Western Pacific,Female,60-64,Chronic obstructive pulmonary disease,2887.4822,1165.10266,5320.8143
Western Pacific,Female,65-69,Chronic obstructive pulmonary disease,6175.11338,2508.61208,11314.2672
Western Pacific,Female,70-74,Chronic obstructive pulmonary disease,9773.44154,3972.24936,17867.62015
Western Pacific,Female,75-79,Chronic obstructive pulmonary disease,13393.98733,5434.44053,24504.72101
Western Pacific,Female,80+,Chronic obstructive pulmonary disease,53973.32721,21633.4896,99860.10867
Western Pacific,Female,25-29,Stroke,153.35357,80.18704,228.8872
Western Pacific,Female,25-29,Lower respiratory infections,134.22577,83.24854,189.44236
Western Pacific,Female,All,"Trachea, bronchus, lung cancers",37662.42364,22885.05462,55334.3725
Western Pacific,Male,25-29,Ischaemic heart disease,957.92303,644.43725,1206.3862
Western Pacific,Male,30-34,Ischaemic heart disease,2292.75728,1543.17792,2889.36057
Western Pacific,Male,35-39,Ischaemic heart disease,3183.04261,2139.3279,4012.91216
Western Pacific,Male,40-44,Ischaemic heart disease,5576.13058,3750.50483,7029.55781
Western Pacific,Female,30-34,Lower respiratory infections,167.15099,104.57674,234.75894
Western Pacific,Female,35-39,Lower respiratory infections,187.37396,114.97733,264.99879
Western Pacific,Female,40-44,Lower respiratory infections,223.93366,142.12148,312.19437
Western Pacific,Female,45-49,Lower respiratory infections,338.37387,215.31988,469.87418
Western Pacific,Female,50-54,Lower respiratory infections,526.01199,337.76169,725.51345
Western Pacific,Female,55-59,Lower respiratory infections,725.41603,463.01037,1003.55437
Western Pacific,Female,60-64,Lower respiratory infections,1123.32477,714.80627,1556.95364
Western Pacific,Female,65-69,Lower respiratory infections,1943.46126,1252.17552,2672.70642
Western Pacific,Female,70-74,Lower respiratory infections,2878.11972,1851.28604,3968.72048
Western Pacific,Female,75-79,Lower respiratory infections,4304.79493,2748.50812,5965.21498
Western Pacific,Female,80+,Lower respiratory infections,31129.39149,18907.81165,44530.56288
Western Pacific,Female,All,Lower respiratory infections,47166.28741,29203.9395,66548.84031
Western Pacific,Female,25-29,"Trachea, bronchus, lung cancers",61.1154,37.46926,89.28923
Western Pacific,Female,30-34,"Trachea, bronchus, lung cancers",167.79333,102.77412,244.94964
Western Pacific,Female,35-39,"Trachea, bronchus, lung cancers",281.5047,171.76255,411.52255
Western Pacific,Female,40-44,"Trachea, bronchus, lung cancers",634.1728,387.1841,927.18247
Western Pacific,Female,45-49,"Trachea, bronchus, lung cancers",1234.67277,753.69984,1804.98063
Western Pacific,Female,50-54,"Trachea, bronchus, lung cancers",2260.93122,1382.11156,3304.32873
Western Pacific,Female,55-59,"Trachea, bronchus, lung cancers",3024.688,1847.41206,4424.50269
Western Pacific,Female,60-64,"Trachea, bronchus, lung cancers",4277.93611,2612.77049,6260.45025
Western Pacific,Female,65-69,"Trachea, bronchus, lung cancers",6177.2474,3773.59335,9035.71585
Western Pacific,Female,70-74,"Trachea, bronchus, lung cancers",5704.04114,3476.88224,8357.10817
Western Pacific,Female,75-79,"Trachea, bronchus, lung cancers",5063.8843,3077.96293,7439.84003
Western Pacific,Female,80+,"Trachea, bronchus, lung cancers",8774.43646,5255.68131,13011.97159
Western Pacific,Male,45-49,Ischaemic heart disease,9049.82217,6082.61615,11423.40928
Western Pacific,Male,40-44,Chronic obstructive pulmonary disease,378.17643,150.68609,702.13786
Western Pacific,Male,45-49,Chronic obstructive pulmonary disease,839.22119,335.61333,1556.53199
Western Pacific,Male,50-54,Chronic obstructive pulmonary disease,1874.79671,754.68296,3461.99736
Western Pacific,Male,55-59,Chronic obstructive pulmonary disease,3210.17946,1287.30962,5947.7207
Western Pacific,Male,60-64,Chronic obstructive pulmonary disease,6105.37172,2447.1292,11316.19716
Western Pacific,Male,50-54,Ischaemic heart disease,14308.7864,9615.41926,18058.12033
Western Pacific,Male,55-59,Ischaemic heart disease,17903.95356,12019.6428,22594.76569
Western Pacific,Male,60-64,Ischaemic heart disease,23346.36591,15666.4094,29466.01599
Western Pacific,Male,65-69,Ischaemic heart disease,33198.25685,22297.19364,41942.58291
Western Pacific,Male,70-74,Ischaemic heart disease,34756.59684,23372.86591,43962.4812
Western Pacific,Male,75-79,Ischaemic heart disease,37616.82286,25325.93453,47605.25147
Western Pacific,Male,80+,Ischaemic heart disease,117327.8102,78940.96047,148492.0697
Western Pacific,Male,All,Ischaemic heart disease,299518.2683,201198.4005,378664.0808
Western Pacific,Male,25-29,Stroke,502.96242,264.10165,759.45052
Western Pacific,Male,30-34,Stroke,1194.44104,633.53588,1807.36281
Western Pacific,Male,35-39,Stroke,1764.0422,922.39568,2665.26644
Western Pacific,Male,40-44,Stroke,3390.20424,1771.54272,5125.63718
Western Pacific,Male,45-49,Stroke,5986.76395,3138.32091,9043.5877
Western Pacific,Male,50-54,Stroke,10377.78024,5460.20056,15670.06424
Western Pacific,Male,55-59,Stroke,13851.11103,7235.72482,20919.6089
Western Pacific,Male,60-64,Stroke,19680.58444,10330.65901,29714.47123
Western Pacific,Male,65-69,Stroke,30587.15606,16250.35956,46339.03437
Western Pacific,Male,70-74,Stroke,33594.11381,17845.59036,50836.7337
Western Pacific,Male,75-79,Stroke,35619.4455,18926.24999,53910.3969
Western Pacific,Male,80+,Stroke,81469.0396,42861.01177,122970.7937
Western Pacific,Male,All,Stroke,238017.6445,125790.2512,359194.7878
Western Pacific,Male,25-29,Chronic obstructive pulmonary disease,53.53373,20.77585,100.41616
Western Pacific,Male,30-34,Chronic obstructive pulmonary disease,122.40196,48.40732,227.84744
Western Pacific,Male,35-39,Chronic obstructive pulmonary disease,165.18149,65.024,308.50448
Western Pacific,Male,65-69,Chronic obstructive pulmonary disease,11944.38831,4815.03025,22030.92128
Western Pacific,Male,35-39,"Trachea, bronchus, lung cancers",511.23025,311.06574,749.03925
Western Pacific,Male,40-44,"Trachea, bronchus, lung cancers",1132.22591,688.60571,1658.59314
Western Pacific,Male,45-49,"Trachea, bronchus, lung cancers",2610.32212,1589.28925,3819.3171
Western Pacific,Male,50-54,"Trachea, bronchus, lung cancers",5274.67711,3219.36092,7706.92145
Western Pacific,Male,55-59,"Trachea, bronchus, lung cancers",7858.25047,4795.94722,11492.13286
Western Pacific,Male,60-64,"Trachea, bronchus, lung cancers",11138.75347,6797.56029,16305.26127
Western Pacific,Male,70-74,Chronic obstructive pulmonary disease,17309.05975,6995.6471,31822.8616
Western Pacific,Male,75-79,Chronic obstructive pulmonary disease,21600.25603,8716.27569,39727.91877
Western Pacific,Male,80+,Chronic obstructive pulmonary disease,63456.61173,25404.39487,117533.7527
Western Pacific,Male,80+,"Trachea, bronchus, lung cancers",14991.83567,8985.12776,22219.84311
Western Pacific,Male,All,"Trachea, bronchus, lung cancers",84781.47849,51493.96736,124577.4005
Western Pacific,Male,All,Chronic obstructive pulmonary disease,127059.1785,51071.30807,234747.2698
Western Pacific,Male,0-4,Lower respiratory infections,4042.18066,2682.33522,5448.68133
Western Pacific,Male,5-9,Lower respiratory infections,137.91031,89.86988,187.12353
Western Pacific,Male,10-14,Lower respiratory infections,124.71178,80.1143,172.0968
Western Pacific,Male,15-19,Lower respiratory infections,156.88095,100.46782,217.06669
Western Pacific,Male,20-24,Lower respiratory infections,216.97167,137.56553,301.19406
Western Pacific,Male,25-29,Lower respiratory infections,286.86904,180.0523,402.69377
Western Pacific,Male,30-34,Lower respiratory infections,385.30824,246.48209,532.6494
Western Pacific,Male,35-39,Lower respiratory infections,384.70086,245.2221,533.023
Western Pacific,Male,40-44,Lower respiratory infections,503.24931,325.56506,692.61481
Western Pacific,Male,45-49,Lower respiratory infections,756.09153,490.70091,1037.36136
Western Pacific,Male,50-54,Lower respiratory infections,1179.68816,768.8561,1614.46832
Western Pacific,Male,55-59,Lower respiratory infections,1608.49566,1035.60071,2214.66211
Western Pacific,Male,60-64,Lower respiratory infections,2487.93447,1582.97038,3449.07967
Western Pacific,Male,65-69,Lower respiratory infections,3837.21318,2443.92567,5315.29027
Western Pacific,Male,70-74,Lower respiratory infections,4847.27436,3082.65388,6731.44624
Western Pacific,Male,75-79,Lower respiratory infections,6284.51264,3973.19872,8793.61742
Western Pacific,Male,80+,Lower respiratory infections,28155.36996,17475.68254,39900.71861
Western Pacific,Male,All,Lower respiratory infections,55395.36276,34955.65627,77776.66131
Western Pacific,Male,25-29,"Trachea, bronchus, lung cancers",109.26018,66.83317,159.98035
Western Pacific,Male,30-34,"Trachea, bronchus, lung cancers",305.60442,187.38981,445.74041
Western Pacific,Male,65-69,"Trachea, bronchus, lung cancers",15702.33424,9577.2985,22997.28871
Western Pacific,Male,70-74,"Trachea, bronchus, lung cancers",13916.24861,8462.76428,20434.44324
Western Pacific,Male,75-79,"Trachea, bronchus, lung cancers",11230.73604,6806.26478,16550.31523
