UN SDG Region,Sex,Age Group,Cause,Value,Low,High
Oceania excluding Australia and New Zealand,Male,75-79,Ischaemic heart disease,57.30406,9.08923,99.80249
Oceania excluding Australia and New Zealand,Male,80+,Ischaemic heart disease,66.49328,10.30731,115.0834
Oceania excluding Australia and New Zealand,Female,60-64,Chronic obstructive pulmonary disease,18.87876,0.48663,60.90844
Oceania excluding Australia and New Zealand,Female,65-69,Chronic obstructive pulmonary disease,26.44365,0.68272,85.34657
Oceania excluding Australia and New Zealand,Female,70-74,Chronic obstructive pulmonary disease,24.47666,0.62913,78.996
Oceania excluding Australia and New Zealand,Female,75-79,Chronic obstructive pulmonary disease,20.17619,0.51489,64.80831
Oceania excluding Australia and New Zealand,Female,80+,Chronic obstructive pulmonary disease,24.00015,0.60557,76.27595
Oceania excluding Australia and New Zealand,Female,All,Chronic obstructive pulmonary disease,149.10125,3.81332,479.56311
Oceania excluding Australia and New Zealand,Female,0-4,Lower respiratory infections,33.30617,1.25993,84.35636
Oceania excluding Australia and New Zealand,Female,5-9,Lower respiratory infections,2.04571,0.07494,5.11416
Oceania excluding Australia and New Zealand,Female,10-14,Lower respiratory infections,1.22384,0.05015,3.05628
Oceania excluding Australia and New Zealand,Female,15-19,Lower respiratory infections,1.52133,0.06344,3.82078
Oceania excluding Australia and New Zealand,Female,20-24,Lower respiratory infections,2.01729,0.0852,5.10333
Oceania excluding Australia and New Zealand,Female,25-29,Lower respiratory infections,2.06184,0.08656,5.20447
Oceania excluding Australia and New Zealand,Female,30-34,Lower respiratory infections,2.09022,0.08753,5.25486
Oceania excluding Australia and New Zealand,Female,35-39,Lower respiratory infections,4.07744,0.15983,10.18734
Oceania excluding Australia and New Zealand,Female,40-44,Lower respiratory infections,2.68899,0.10311,6.71629
Oceania excluding Australia and New Zealand,Female,45-49,Lower respiratory infections,3.27746,0.12474,8.17417
Oceania excluding Australia and New Zealand,Female,50-54,Lower respiratory infections,4.86651,0.19366,12.14918
Oceania excluding Australia and New Zealand,Female,55-59,Lower respiratory infections,5.69429,0.22416,14.19248
Oceania excluding Australia and New Zealand,Female,60-64,Lower respiratory infections,6.51825,0.25814,16.21391
Oceania excluding Australia and New Zealand,Female,80+,Lower respiratory infections,15.21987,0.72215,38.34199
Oceania excluding Australia and New Zealand,Female,All,Lower respiratory infections,110.537,4.3317,275.11782
Oceania excluding Australia and New Zealand,Female,25-29,"Trachea, bronchus, lung cancers",0.00191,0.0001,0.00617
Oceania excluding Australia and New Zealand,Female,30-34,"Trachea, bronchus, lung cancers",0.10174,0.00405,0.2941
Oceania excluding Australia and New Zealand,Female,35-39,"Trachea, bronchus, lung cancers",0.00479,0.00024,0.01512
Oceania excluding Australia and New Zealand,Male,55-59,Chronic obstructive pulmonary disease,13.51424,0.34529,42.83696
Oceania excluding Australia and New Zealand,Male,80+,Chronic obstructive pulmonary disease,28.05487,0.713,88.05356
Oceania excluding Australia and New Zealand,Male,All,Chronic obstructive pulmonary disease,158.47787,4.0484,503.48951
Oceania excluding Australia and New Zealand,Male,0-4,Lower respiratory infections,57.18745,1.94002,147.28294
Oceania excluding Australia and New Zealand,Male,60-64,Chronic obstructive pulmonary disease,20.32066,0.52567,64.56777
Oceania excluding Australia and New Zealand,Male,65-69,Chronic obstructive pulmonary disease,25.72221,0.66326,81.8123
Oceania excluding Australia and New Zealand,Male,70-74,Chronic obstructive pulmonary disease,25.67315,0.66073,81.38068
Oceania excluding Australia and New Zealand,Male,75-79,Chronic obstructive pulmonary disease,22.67967,0.57856,72.19091
Oceania excluding Australia and New Zealand,Male,All,Ischaemic heart disease,829.50644,130.89914,1448.41155
Oceania excluding Australia and New Zealand,Male,25-29,Stroke,3.90554,0.23442,9.25348
Oceania excluding Australia and New Zealand,Male,30-34,Stroke,4.69644,0.26221,11.11944
Oceania excluding Australia and New Zealand,Male,35-39,Stroke,9.89145,0.54055,23.48362
Oceania excluding Australia and New Zealand,Male,40-44,Stroke,14.7401,0.8043,35.0159
Oceania excluding Australia and New Zealand,Male,50-54,Lower respiratory infections,5.42676,0.2335,13.63235
Oceania excluding Australia and New Zealand,Male,55-59,Lower respiratory infections,6.70128,0.2842,16.84037
Oceania excluding Australia and New Zealand,Male,60-64,Lower respiratory infections,9.07515,0.37268,22.69189
Oceania excluding Australia and New Zealand,Male,65-69,Lower respiratory infections,9.49521,0.38651,23.67253
Oceania excluding Australia and New Zealand,Male,70-74,Lower respiratory infections,8.28003,0.35736,20.65623
Oceania excluding Australia and New Zealand,Male,75-79,Lower respiratory infections,7.11948,0.33841,17.79927
Oceania excluding Australia and New Zealand,Male,80+,Lower respiratory infections,12.18819,0.55665,30.44158
Oceania excluding Australia and New Zealand,Male,All,Lower respiratory infections,146.74793,5.68238,364.25936
Oceania excluding Australia and New Zealand,Male,25-29,"Trachea, bronchus, lung cancers",0.03317,0.00193,0.08989
Oceania excluding Australia and New Zealand,Male,30-34,"Trachea, bronchus, lung cancers",0.07102,0.00582,0.19757
Oceania excluding Australia and New Zealand,Male,35-39,"Trachea, bronchus, lung cancers",0.15777,0.0052,0.4741
Oceania excluding Australia and New Zealand,Male,40-44,"Trachea, bronchus, lung cancers",0.20763,0.01298,0.6
Oceania excluding Australia and New Zealand,Male,45-49,"Trachea, bronchus, lung cancers",0.60825,0.03397,1.7777
Oceania excluding Australia and New Zealand,Male,50-54,"Trachea, bronchus, lung cancers",1.50451,0.06921,4.45558
Oceania excluding Australia and New Zealand,Male,55-59,"Trachea, bronchus, lung cancers",2.84755,0.12781,8.40078
Oceania excluding Australia and New Zealand,Male,60-64,"Trachea, bronchus, lung cancers",3.99661,0.19608,11.69895
Oceania excluding Australia and New Zealand,Male,65-69,"Trachea, bronchus, lung cancers",3.20885,0.14385,9.45311
Oceania excluding Australia and New Zealand,Male,70-74,"Trachea, bronchus, lung cancers",2.27913,0.11673,6.68899
Oceania excluding Australia and New Zealand,Male,75-79,"Trachea, bronchus, lung cancers",1.26986,0.07115,3.70723
Oceania excluding Australia and New Zealand,Male,45-49,Stroke,18.47805,1.01021,43.88117
Oceania excluding Australia and New Zealand,Male,50-54,Stroke,23.96202,1.4945,56.76581
Oceania excluding Australia and New Zealand,Male,55-59,Stroke,27.53967,1.82686,65.18744
Oceania excluding Australia and New Zealand,Male,60-64,Stroke,31.52094,2.14196,74.55619
Oceania excluding Australia and New Zealand,Male,65-69,Stroke,31.64342,2.14612,74.82818
Oceania excluding Australia and New Zealand,Male,70-74,Stroke,30.12059,2.21003,71.27162
Oceania excluding Australia and New Zealand,Male,75-79,Stroke,23.7436,1.70402,56.2553
Oceania excluding Australia and New Zealand,Male,80+,Stroke,26.93781,2.01179,63.22964
Oceania excluding Australia and New Zealand,Male,All,Stroke,247.17964,16.36889,584.92359
Oceania excluding Australia and New Zealand,Male,25-29,Chronic obstructive pulmonary disease,0.95183,0.02278,3.01851
Oceania excluding Australia and New Zealand,Male,30-34,Chronic obstructive pulmonary disease,1.52544,0.03698,4.83096
Oceania excluding Australia and New Zealand,Male,35-39,Chronic obstructive pulmonary disease,2.01593,0.04956,6.38493
Oceania excluding Australia and New Zealand,Male,40-44,Chronic obstructive pulmonary disease,3.00334,0.07413,9.56582
Oceania excluding Australia and New Zealand,Male,45-49,Chronic obstructive pulmonary disease,5.65257,0.14158,17.99551
Oceania excluding Australia and New Zealand,Male,50-54,Chronic obstructive pulmonary disease,9.36395,0.23686,29.75836
Oceania excluding Australia and New Zealand,Male,5-9,Lower respiratory infections,3.04684,0.1127,7.65779
Oceania excluding Australia and New Zealand,Male,10-14,Lower respiratory infections,2.32055,0.08612,5.85729
Oceania excluding Australia and New Zealand,Male,15-19,Lower respiratory infections,2.01058,0.08285,5.03203
Oceania excluding Australia and New Zealand,Male,20-24,Lower respiratory infections,2.24686,0.10452,5.6806
Oceania excluding Australia and New Zealand,Male,25-29,Lower respiratory infections,2.99214,0.13296,7.56911
Oceania excluding Australia and New Zealand,Male,30-34,Lower respiratory infections,3.66758,0.15546,9.28071
Oceania excluding Australia and New Zealand,Male,35-39,Lower respiratory infections,4.62507,0.19208,11.57747
Oceania excluding Australia and New Zealand,Male,40-44,Lower respiratory infections,5.20201,0.21142,12.99828
Oceania excluding Australia and New Zealand,Male,45-49,Lower respiratory infections,5.16275,0.21756,12.90639
Sub-Saharan Africa,Both,25-29,Stroke,389.59712,203.55169,583.57119
Sub-Saharan Africa,Both,70-74,Stroke,9514.59945,4988.62181,14351.49656
Sub-Saharan Africa,Both,30-34,Stroke,592.24642,306.40755,890.52978
Sub-Saharan Africa,Both,35-39,Stroke,912.40855,473.68482,1373.04323
Sub-Saharan Africa,Both,40-44,Stroke,1675.9371,869.87971,2521.21871
Sub-Saharan Africa,Both,45-49,Stroke,2414.06896,1257.42394,3633.23355
Sub-Saharan Africa,Both,50-54,Stroke,3931.15697,2046.136,5931.90098
Sub-Saharan Africa,Both,55-59,Stroke,5121.7987,2675.80893,7723.32514
Sub-Saharan Africa,Both,60-64,Stroke,7219.87612,3768.59366,10906.47216
Sub-Saharan Africa,Both,65-69,Stroke,8497.66158,4447.4522,12829.93753
Oceania excluding Australia and New Zealand,Male,80+,"Trachea, bronchus, lung cancers",0.81573,0.04164,2.38834
Oceania excluding Australia and New Zealand,Male,All,"Trachea, bronchus, lung cancers",17.00009,0.85449,49.85852
Sub-Saharan Africa,Both,25-29,Ischaemic heart disease,329.66656,205.631,427.68228
Sub-Saharan Africa,Both,30-34,Ischaemic heart disease,739.12939,465.86546,957.56178
Sub-Saharan Africa,Both,35-39,Ischaemic heart disease,1278.0359,804.691,1654.01263
Sub-Saharan Africa,Both,80+,Chronic obstructive pulmonary disease,3363.07181,1211.49741,6610.4078
Sub-Saharan Africa,Both,All,Chronic obstructive pulmonary disease,17170.24372,6340.80896,33463.19227
Sub-Saharan Africa,Both,0-4,Lower respiratory infections,82615.24907,53998.8469,111498.2853
Sub-Saharan Africa,Both,5-9,Lower respiratory infections,5856.83619,3763.15061,8025.47655
Sub-Saharan Africa,Both,10-14,Lower respiratory infections,2933.7856,1825.86413,4074.35265
Sub-Saharan Africa,Both,15-19,Lower respiratory infections,1097.42527,668.29382,1560.728
Sub-Saharan Africa,Both,20-24,Lower respiratory infections,1198.64101,738.08172,1698.85134
Sub-Saharan Africa,Both,25-29,Lower respiratory infections,1551.59614,934.41419,2204.78022
Sub-Saharan Africa,Both,30-34,Lower respiratory infections,1857.48012,1117.02811,2658.12743
Sub-Saharan Africa,Both,35-39,Lower respiratory infections,2196.80082,1322.42224,3150.22713
Sub-Saharan Africa,Both,40-44,Lower respiratory infections,2551.01248,1534.70067,3639.76371
Sub-Saharan Africa,Both,45-49,Lower respiratory infections,3193.43213,1951.76394,4540.39353
Sub-Saharan Africa,Both,40-44,Ischaemic heart disease,2060.9789,1297.38631,2665.76422
Sub-Saharan Africa,Both,45-49,Ischaemic heart disease,3555.20084,2241.68063,4606.74962
Sub-Saharan Africa,Both,50-54,Ischaemic heart disease,5377.72026,3406.57131,6969.5599
Sub-Saharan Africa,Both,55-59,Ischaemic heart disease,7393.07188,4725.81236,9606.10348
Sub-Saharan Africa,Both,60-64,Ischaemic heart disease,9920.91714,6349.93324,12846.39834
Sub-Saharan Africa,Both,65-69,Ischaemic heart disease,12550.13428,8093.4934,16206.85218
Sub-Saharan Africa,Both,70-74,Ischaemic heart disease,14393.69191,9308.89605,18566.00605
Sub-Saharan Africa,Both,75-79,Ischaemic heart disease,12422.75862,8001.29186,16038.3317
Sub-Saharan Africa,Both,80+,Ischaemic heart disease,16151.40608,10222.3976,20968.38535
Sub-Saharan Africa,Both,All,Ischaemic heart disease,86172.71176,55095.26866,111591.02
Sub-Saharan Africa,Both,75-79,Stroke,9006.10716,4717.04796,13596.13356
Sub-Saharan Africa,Both,80+,Stroke,10483.02039,5463.91501,15859.53077
Sub-Saharan Africa,Both,All,Stroke,59758.47852,31124.5524,90142.81975
Sub-Saharan Africa,Both,25-29,Chronic obstructive pulmonary disease,81.63786,30.35002,154.48588
Sub-Saharan Africa,Both,30-34,Chronic obstructive pulmonary disease,123.48815,45.46587,231.68124
Sub-Saharan Africa,Both,35-39,Chronic obstructive pulmonary disease,144.86977,52.03694,280.7329
Sub-Saharan Africa,Both,40-44,Chronic obstructive pulmonary disease,230.51956,83.35867,446.6522
Sub-Saharan Africa,Both,45-49,Chronic obstructive pulmonary disease,411.82072,150.78124,794.48321
Sub-Saharan Africa,Both,50-54,Chronic obstructive pulmonary disease,784.80249,293.70037,1501.52889
Sub-Saharan Africa,Both,55-59,Chronic obstructive pulmonary disease,1207.51712,440.60522,2333.80394
Sub-Saharan Africa,Both,60-64,Chronic obstructive pulmonary disease,1914.79992,704.16974,3734.99055
Sub-Saharan Africa,Both,65-69,Chronic obstructive pulmonary disease,2689.45647,1002.41681,5245.2332
Sub-Saharan Africa,Both,70-74,Chronic obstructive pulmonary disease,3355.89425,1255.82234,6553.46994
Sub-Saharan Africa,Both,75-79,Chronic obstructive pulmonary disease,2862.3656,1064.09457,5624.17595
Sub-Saharan Africa,Both,40-44,"Trachea, bronchus, lung cancers",92.86847,53.03219,142.76736
Sub-Saharan Africa,Female,40-44,Ischaemic heart disease,641.06896,402.28927,828.80262
Sub-Saharan Africa,Both,45-49,"Trachea, bronchus, lung cancers",164.67009,94.8063,254.61695
Sub-Saharan Africa,Both,50-54,"Trachea, bronchus, lung cancers",226.11552,129.87448,351.06577
Sub-Saharan Africa,Both,55-59,"Trachea, bronchus, lung cancers",273.27555,155.24666,427.73112
Sub-Saharan Africa,Both,60-64,"Trachea, bronchus, lung cancers",305.18188,172.39348,477.27845
Sub-Saharan Africa,Both,65-69,"Trachea, bronchus, lung cancers",283.82154,157.46058,447.39335
Sub-Saharan Africa,Both,70-74,"Trachea, bronchus, lung cancers",243.48651,133.37537,386.24415
Sub-Saharan Africa,Both,75-79,"Trachea, bronchus, lung cancers",185.52953,101.12953,295.2496
Sub-Saharan Africa,Both,80+,"Trachea, bronchus, lung cancers",169.1548,90.83305,270.56449
Sub-Saharan Africa,Both,All,"Trachea, bronchus, lung cancers",2013.1327,1127.14576,3162.10633
Sub-Saharan Africa,Female,25-29,Ischaemic heart disease,97.33853,60.17786,126.79623
Sub-Saharan Africa,Female,30-34,Ischaemic heart disease,243.56263,153.229,315.14119
Sub-Saharan Africa,Female,35-39,Ischaemic heart disease,378.34902,236.96684,489.11037
Sub-Saharan Africa,Both,50-54,Lower respiratory infections,4172.86528,2566.19728,5919.94299
Sub-Saharan Africa,Both,55-59,Lower respiratory infections,5409.8207,3340.71372,7656.80302
Sub-Saharan Africa,Both,60-64,Lower respiratory infections,6948.07093,4310.06066,9824.52301
Sub-Saharan Africa,Both,65-69,Lower respiratory infections,8140.24991,5098.67858,11428.10943
Sub-Saharan Africa,Female,65-69,Stroke,4119.79496,2172.8468,6192.93212
Sub-Saharan Africa,Female,70-74,Stroke,5143.65549,2694.59618,7768.03988
Sub-Saharan Africa,Female,75-79,Stroke,5305.54611,2780.86005,8006.83694
Sub-Saharan Africa,Female,80+,Stroke,6484.29932,3374.56455,9803.41612
Sub-Saharan Africa,Female,All,Stroke,31035.06339,16229.44705,46822.67417
Sub-Saharan Africa,Female,25-29,Chronic obstructive pulmonary disease,31.57976,11.53292,59.21953
Sub-Saharan Africa,Female,30-34,Chronic obstructive pulmonary disease,47.40849,17.36784,89.07787
Sub-Saharan Africa,Female,35-39,Chronic obstructive pulmonary disease,60.57216,21.57403,118.32139
Sub-Saharan Africa,Female,40-44,Chronic obstructive pulmonary disease,60.45943,20.89021,122.13488
Sub-Saharan Africa,Both,70-74,Lower respiratory infections,9674.97145,6109.16159,13546.11156
Sub-Saharan Africa,Both,75-79,Lower respiratory infections,9056.41529,5647.03278,12779.07209
Sub-Saharan Africa,Both,80+,Lower respiratory infections,12471.15785,7545.12036,17870.36687
Sub-Saharan Africa,Both,All,Lower respiratory infections,160925.8102,103036.8394,222453.8058
Sub-Saharan Africa,Both,25-29,"Trachea, bronchus, lung cancers",8.79866,4.84296,13.96259
Sub-Saharan Africa,Both,30-34,"Trachea, bronchus, lung cancers",18.87305,10.32591,29.46332
Sub-Saharan Africa,Both,35-39,"Trachea, bronchus, lung cancers",41.3571,23.27733,64.01218
Sub-Saharan Africa,Female,45-49,Ischaemic heart disease,1171.79926,750.78557,1513.44015
Sub-Saharan Africa,Female,50-54,Ischaemic heart disease,1958.34299,1252.54701,2529.45986
Sub-Saharan Africa,Female,55-59,Ischaemic heart disease,2731.41739,1756.22062,3536.74887
Sub-Saharan Africa,Female,60-64,Ischaemic heart disease,4091.78397,2639.23137,5285.53379
Sub-Saharan Africa,Female,65-69,Ischaemic heart disease,5773.7441,3741.39538,7441.47618
Sub-Saharan Africa,Female,70-74,Ischaemic heart disease,7304.90905,4734.76669,9414.84479
Sub-Saharan Africa,Female,75-79,Ischaemic heart disease,6984.46992,4495.00808,9022.7539
Sub-Saharan Africa,Female,80+,Ischaemic heart disease,9752.07328,6150.59054,12694.48384
Sub-Saharan Africa,Female,All,Ischaemic heart disease,41128.85908,26363.25901,53217.22635
Sub-Saharan Africa,Female,25-29,Stroke,143.26559,74.50019,215.97007
Sub-Saharan Africa,Female,30-34,Stroke,264.30009,137.01381,397.69381
Sub-Saharan Africa,Female,35-39,Stroke,427.848,221.87,643.88021
Sub-Saharan Africa,Female,40-44,Stroke,696.57771,362.26039,1047.45477
Sub-Saharan Africa,Female,45-49,Stroke,1058.45957,550.56755,1589.21719
Sub-Saharan Africa,Female,50-54,Stroke,1813.44202,945.79019,2726.57858
Sub-Saharan Africa,Female,55-59,Stroke,2385.2013,1247.15731,3588.54103
Sub-Saharan Africa,Female,60-64,Stroke,3192.67324,1679.35182,4803.91844
Sub-Saharan Africa,Female,All,Chronic obstructive pulmonary disease,6845.05458,2513.97158,13304.63214
Sub-Saharan Africa,Female,80+,Lower respiratory infections,6637.58626,3982.71613,9516.73736
Sub-Saharan Africa,Female,0-4,Lower respiratory infections,35561.59559,23306.4141,47930.90113
Sub-Saharan Africa,Female,5-9,Lower respiratory infections,3069.68233,1965.0632,4212.40896
Sub-Saharan Africa,Female,10-14,Lower respiratory infections,1377.79693,858.9252,1913.41834
Sub-Saharan Africa,Female,15-19,Lower respiratory infections,502.57872,306.01397,716.12875
Sub-Saharan Africa,Female,20-24,Lower respiratory infections,522.999,323.61998,737.72341
Sub-Saharan Africa,Female,25-29,Lower respiratory infections,700.0152,421.68527,999.70258
Sub-Saharan Africa,Female,30-34,Lower respiratory infections,828.10872,496.11222,1189.80467
Sub-Saharan Africa,Female,35-39,Lower respiratory infections,912.67418,541.27067,1317.09074
Sub-Saharan Africa,Female,40-44,Lower respiratory infections,994.7017,599.85858,1423.78412
Sub-Saharan Africa,Female,45-49,Lower respiratory infections,1051.58918,652.61668,1487.77453
Sub-Saharan Africa,Female,50-54,Lower respiratory infections,1657.70163,1027.31048,2334.72614
Sub-Saharan Africa,Female,55-59,Lower respiratory infections,2072.93779,1286.34165,2918.61704
Sub-Saharan Africa,Female,60-64,Lower respiratory infections,2766.86149,1706.65913,3906.77137
Sub-Saharan Africa,Female,65-69,Lower respiratory infections,3463.90446,2162.88071,4865.7194
Sub-Saharan Africa,Female,70-74,Lower respiratory infections,4446.17454,2809.0567,6192.05706
Sub-Saharan Africa,Female,75-79,Lower respiratory infections,4390.33211,2716.11044,6173.41536
Sub-Saharan Africa,Female,45-49,Chronic obstructive pulmonary disease,140.63642,51.03086,267.79332
Sub-Saharan Africa,Female,50-54,Chronic obstructive pulmonary disease,282.25811,105.87653,541.87639
Sub-Saharan Africa,Female,55-59,Chronic obstructive pulmonary disease,449.00652,164.67125,867.33573
Sub-Saharan Africa,Female,60-64,Chronic obstructive pulmonary disease,716.89727,264.09687,1385.6412
Sub-Saharan Africa,Female,65-69,Chronic obstructive pulmonary disease,1093.90033,410.66814,2097.36983
Sub-Saharan Africa,Male,55-59,Ischaemic heart disease,4661.6545,2969.66228,6075.4907
Sub-Saharan Africa,Male,60-64,Ischaemic heart disease,5829.13317,3710.70187,7559.40178
Sub-Saharan Africa,Male,65-69,Ischaemic heart disease,6776.39019,4352.483,8776.81697
Sub-Saharan Africa,Male,70-74,Ischaemic heart disease,7088.78286,4567.48175,9164.70209
Sub-Saharan Africa,Male,75-79,Ischaemic heart disease,5438.2887,3494.41523,7021.13165
Sub-Saharan Africa,Female,70-74,Chronic obstructive pulmonary disease,1271.4537,473.16884,2460.44688
Sub-Saharan Africa,Female,75-79,Chronic obstructive pulmonary disease,1219.11134,449.92344,2359.36838
Sub-Saharan Africa,Female,80+,Chronic obstructive pulmonary disease,1471.77106,517.78942,2934.53076
Sub-Saharan Africa,Female,All,Lower respiratory infections,70957.23983,45550.48188,98101.41689
Sub-Saharan Africa,Female,25-29,"Trachea, bronchus, lung cancers",3.78219,2.10758,5.93895
Sub-Saharan Africa,Female,30-34,"Trachea, bronchus, lung cancers",7.66162,4.24752,11.99272
Sub-Saharan Africa,Female,35-39,"Trachea, bronchus, lung cancers",19.96875,10.94284,31.07963
Sub-Saharan Africa,Female,40-44,"Trachea, bronchus, lung cancers",36.33989,20.13422,57.08261
Sub-Saharan Africa,Female,45-49,"Trachea, bronchus, lung cancers",61.20201,34.07717,94.98315
Sub-Saharan Africa,Female,50-54,"Trachea, bronchus, lung cancers",80.01156,45.05796,124.88179
Sub-Saharan Africa,Female,55-59,"Trachea, bronchus, lung cancers",95.68262,53.33377,150.04831
Sub-Saharan Africa,Female,60-64,"Trachea, bronchus, lung cancers",114.29997,63.6597,179.27387
Sub-Saharan Africa,Female,65-69,"Trachea, bronchus, lung cancers",100.94549,55.62684,160.87517
Sub-Saharan Africa,Female,70-74,"Trachea, bronchus, lung cancers",89.60852,49.19867,143.1568
Sub-Saharan Africa,Female,75-79,"Trachea, bronchus, lung cancers",70.58329,38.69774,112.32297
Sub-Saharan Africa,Female,80+,"Trachea, bronchus, lung cancers",72.94988,40.02685,115.8594
Sub-Saharan Africa,Female,All,"Trachea, bronchus, lung cancers",753.03578,417.61504,1183.98451
Sub-Saharan Africa,Male,25-29,Ischaemic heart disease,232.32803,145.98067,301.61442
Sub-Saharan Africa,Male,30-34,Ischaemic heart disease,495.56676,312.72437,641.98461
Sub-Saharan Africa,Male,35-39,Ischaemic heart disease,899.68688,567.7931,1164.18045
Sub-Saharan Africa,Male,40-44,Ischaemic heart disease,1419.90994,895.13345,1834.64635
Sub-Saharan Africa,Male,45-49,Ischaemic heart disease,2383.40158,1494.42385,3102.42221
Sub-Saharan Africa,Male,50-54,Ischaemic heart disease,3419.37727,2155.83303,4449.98657
Sub-Saharan Africa,Male,35-39,Stroke,484.56054,250.69779,730.20129
Sub-Saharan Africa,Male,75-79,Chronic obstructive pulmonary disease,1643.25426,607.40869,3180.90089
Sub-Saharan Africa,Male,40-44,Stroke,979.35939,508.81983,1481.52053
Sub-Saharan Africa,Male,45-49,Stroke,1355.60939,704.78916,2035.3306
Sub-Saharan Africa,Male,50-54,Stroke,2117.71494,1099.90324,3196.0132
Sub-Saharan Africa,Male,55-59,Stroke,2736.59741,1428.53263,4130.48851
Sub-Saharan Africa,Male,60-64,Stroke,4027.20288,2102.45759,6076.73892
Sub-Saharan Africa,Male,65-69,Stroke,4377.86663,2280.76576,6619.4216
Sub-Saharan Africa,Male,70-74,Stroke,4370.94396,2294.02563,6582.53057
Sub-Saharan Africa,Male,75-79,Stroke,3700.56105,1936.18792,5582.03577
Sub-Saharan Africa,Male,80+,Stroke,3998.72107,2089.66928,6055.63587
Sub-Saharan Africa,Male,All,Stroke,28723.41513,14936.14154,43364.6855
Sub-Saharan Africa,Male,25-29,Chronic obstructive pulmonary disease,50.0581,18.79203,94.93693
Sub-Saharan Africa,Male,30-34,Chronic obstructive pulmonary disease,76.07967,27.94308,142.93981
Sub-Saharan Africa,Male,35-39,Chronic obstructive pulmonary disease,84.29761,30.55755,162.41152
Sub-Saharan Africa,Male,40-44,Chronic obstructive pulmonary disease,170.06013,62.44008,323.68275
Sub-Saharan Africa,Male,45-49,Chronic obstructive pulmonary disease,271.1843,98.63881,531.10334
Sub-Saharan Africa,Male,50-54,Chronic obstructive pulmonary disease,502.54439,186.36182,956.88034
Sub-Saharan Africa,Male,55-59,Chronic obstructive pulmonary disease,758.5106,275.93397,1474.52046
Sub-Saharan Africa,Male,60-64,Chronic obstructive pulmonary disease,1197.90266,440.53736,2319.89034
Sub-Saharan Africa,Male,65-69,Chronic obstructive pulmonary disease,1595.55615,589.92267,3103.97551
Sub-Saharan Africa,Male,70-74,Chronic obstructive pulmonary disease,2084.44055,776.37157,4064.17109
Sub-Saharan Africa,Male,80+,Ischaemic heart disease,6399.3328,4071.03395,8265.28708
Sub-Saharan Africa,Male,All,Ischaemic heart disease,45043.85268,28734.38299,58256.79147
Sub-Saharan Africa,Male,25-29,Stroke,246.33153,128.55739,369.72811
Sub-Saharan Africa,Male,30-34,Stroke,327.94633,168.94524,492.88816
Sub-Saharan Africa,Male,80+,Chronic obstructive pulmonary disease,1891.30075,693.77776,3659.49989
Sub-Saharan Africa,Male,50-54,"Trachea, bronchus, lung cancers",146.10395,84.51786,226.11694
Sub-Saharan Africa,Male,All,Chronic obstructive pulmonary disease,10325.18915,3825.24248,19883.2316
Sub-Saharan Africa,Male,0-4,Lower respiratory infections,47053.65348,30692.4328,63567.38419
Sub-Saharan Africa,Male,5-9,Lower respiratory infections,2787.15386,1802.10778,3812.92404
Sub-Saharan Africa,Male,10-14,Lower respiratory infections,1555.98867,967.12791,2160.94998
Sub-Saharan Africa,Male,15-19,Lower respiratory infections,594.84655,363.38156,847.0424
Sub-Saharan Africa,Male,20-24,Lower respiratory infections,675.64201,413.90849,962.8516
Sub-Saharan Africa,Male,25-29,Lower respiratory infections,851.58094,521.84567,1211.11962
Sub-Saharan Africa,Male,30-34,Lower respiratory infections,1029.3714,625.15771,1463.66789
Sub-Saharan Africa,Male,35-39,Lower respiratory infections,1284.12664,781.15157,1823.18943
Sub-Saharan Africa,Male,40-44,Lower respiratory infections,1556.31078,935.10163,2221.1651
Sub-Saharan Africa,Male,45-49,Lower respiratory infections,2141.84294,1307.00846,3052.57562
Sub-Saharan Africa,Male,50-54,Lower respiratory infections,2515.16365,1527.24578,3591.34053
Sub-Saharan Africa,Male,55-59,Lower respiratory infections,3336.88292,2059.18573,4738.18598
Sub-Saharan Africa,Male,60-64,Lower respiratory infections,4181.20945,2584.56383,5918.07186
Sub-Saharan Africa,Male,65-69,Lower respiratory infections,4676.34545,2935.34249,6562.39003
Sub-Saharan Africa,Male,70-74,Lower respiratory infections,5228.79691,3303.31905,7340.45026
Sub-Saharan Africa,Male,75-79,Lower respiratory infections,4666.08318,2910.55274,6604.35165
Sub-Saharan Africa,Male,80+,Lower respiratory infections,5833.57159,3556.48623,8346.87231
Sub-Saharan Africa,Male,All,Lower respiratory infections,89968.57041,57781.11461,124352.3889
Sub-Saharan Africa,Male,25-29,"Trachea, bronchus, lung cancers",5.01647,2.71069,7.91145
Sub-Saharan Africa,Male,30-34,"Trachea, bronchus, lung cancers",11.21143,6.22168,17.4872
Sub-Saharan Africa,Male,35-39,"Trachea, bronchus, lung cancers",21.38835,12.21306,32.97343
Sub-Saharan Africa,Male,40-44,"Trachea, bronchus, lung cancers",56.52859,32.9068,87.437
Sub-Saharan Africa,Male,45-49,"Trachea, bronchus, lung cancers",103.46808,59.98688,159.20714
Sub-Saharan Africa,Male,55-59,"Trachea, bronchus, lung cancers",177.59294,101.62282,277.45249
Sub-Saharan Africa,Male,60-64,"Trachea, bronchus, lung cancers",190.8819,108.09107,298.89375
Sub-Saharan Africa,Male,65-69,"Trachea, bronchus, lung cancers",182.87605,102.47246,287.33122
