Country,Sex,Cause,Value,Low,High
Bhutan,Both,Ischaemic heart disease,158.2577,103.75173,202.34112
Bhutan,Both,Lower respiratory infections,38.04941,23.55871,52.65142
Bhutan,Both,Stroke,53.43299,27.58792,80.5527
Bhutan,Both,"Trachea, bronchus, lung cancers",5.10217,2.93568,7.86556
Bhutan,Female,Chronic obstructive pulmonary disease,40.50033,14.04492,79.44664
Bhutan,Female,Ischaemic heart disease,59.1679,38.78972,75.64939
Bhutan,Female,Lower respiratory infections,17.65359,10.93041,24.4284
Bhutan,Female,Stroke,23.88373,12.33138,36.00582
Bhutan,Female,"Trachea, bronchus, lung cancers",2.5646,1.47562,3.95362
Bhutan,Male,Chronic obstructive pulmonary disease,44.2955,15.36103,86.89138
Bhutan,Male,Ischaemic heart disease,99.08981,64.96201,126.69173
Bhutan,Male,Lower respiratory infections,20.39582,12.6283,28.22301
Bhutan,Male,Stroke,29.54926,15.25654,44.54688
Bhutan,Male,"Trachea, bronchus, lung cancers",2.53757,1.46006,3.91194
Botswana,Both,Chronic obstructive pulmonary disease,46.89031,9.29278,112.94321
Botswana,Both,Ischaemic heart disease,288.76103,156.31936,395.04639
Botswana,Both,Lower respiratory infections,211.19664,79.67662,372.16001
Botswana,Both,Stroke,158.07205,64.06914,272.06363
Botswana,Both,"Trachea, bronchus, lung cancers",2.62134,1.07153,4.95087
Botswana,Female,Chronic obstructive pulmonary disease,17.26676,3.42195,41.58989
Botswana,Female,Ischaemic heart disease,133.46804,72.25226,182.59412
Botswana,Female,Lower respiratory infections,93.91046,35.42892,165.48425
Botswana,Female,Stroke,86.67015,35.1288,149.17119
Botswana,Female,"Trachea, bronchus, lung cancers",0.42048,0.17188,0.79416
Botswana,Male,Chronic obstructive pulmonary disease,29.62356,5.87083,71.35332
Botswana,Male,Ischaemic heart disease,155.293,84.06709,212.45227
Botswana,Male,Lower respiratory infections,117.28618,44.2477,206.67576
Botswana,Male,Stroke,71.4019,28.94034,122.89244
Botswana,Male,"Trachea, bronchus, lung cancers",2.20086,0.89965,4.15672
Central African Republic,Both,Chronic obstructive pulmonary disease,140.39426,10.14774,341.51724
Central African Republic,Both,Ischaemic heart disease,601.06786,223.68956,938.75675
Central African Republic,Both,Lower respiratory infections,954.16248,122.1013,1956.75952
Central African Republic,Both,Stroke,438.93308,85.07558,921.29558
Central African Republic,Both,"Trachea, bronchus, lung cancers",5.06619,0.54337,13.12257
Central African Republic,Female,Chronic obstructive pulmonary disease,62.05582,4.48541,150.95442
Central African Republic,Female,Ischaemic heart disease,287.99459,107.17822,449.79425
Central African Republic,Female,Lower respiratory infections,399.84824,51.16738,819.99331
Central African Republic,Female,Stroke,221.01015,42.83698,463.88775
Central African Republic,Female,"Trachea, bronchus, lung cancers",2.13336,0.22881,5.52587
Central African Republic,Male,Chronic obstructive pulmonary disease,78.33843,5.66233,190.56282
Central African Republic,Male,Ischaemic heart disease,313.07327,116.51134,488.9625
Central African Republic,Male,Lower respiratory infections,554.31424,70.93393,1136.76621
Central African Republic,Male,Stroke,217.92293,42.2386,457.40783
Central African Republic,Male,"Trachea, bronchus, lung cancers",2.93283,0.31456,7.5967
Canada,Both,Chronic obstructive pulmonary disease,641.92081,80.02297,1809.95746
Canada,Both,Ischaemic heart disease,4663.43203,2428.13068,6687.16181
Canada,Both,Lower respiratory infections,421.15051,90.64784,1003.2775
Canada,Both,Stroke,760.85077,216.73833,1635.87738
Canada,Both,"Trachea, bronchus, lung cancers",415.54698,174.72077,804.8579
Canada,Female,Chronic obstructive pulmonary disease,323.16378,40.28616,911.19137
Canada,Female,Ischaemic heart disease,2029.29419,1056.60197,2909.92096
Canada,Female,Lower respiratory infections,229.5534,49.40875,546.84905
Canada,Female,Stroke,435.6545,124.1019,936.68479
Canada,Female,"Trachea, bronchus, lung cancers",195.86067,82.35152,379.35545
Canada,Male,Chronic obstructive pulmonary disease,318.75703,39.73681,898.76609
Canada,Male,Ischaemic heart disease,2634.13784,1371.52871,3777.24085
Canada,Male,Lower respiratory infections,191.59712,41.23909,456.42845
Canada,Male,Stroke,325.19627,92.63642,699.19259
Canada,Male,"Trachea, bronchus, lung cancers",219.68631,92.36924,425.50246
Switzerland,Both,Chronic obstructive pulmonary disease,207.65775,39.16535,527.10816
Switzerland,Both,Ischaemic heart disease,1632.28814,915.14443,2256.77282
Switzerland,Both,Lower respiratory infections,183.74682,58.12157,365.9969
Switzerland,Both,Stroke,306.87451,112.22518,563.38829
Switzerland,Both,"Trachea, bronchus, lung cancers",130.32831,60.20526,238.39873
Switzerland,Female,Chronic obstructive pulmonary disease,98.76576,18.62774,250.70211
Switzerland,Female,Ischaemic heart disease,804.25968,450.90921,1111.95526
Switzerland,Female,Lower respiratory infections,99.66205,31.52444,198.51229
Switzerland,Female,Stroke,183.34688,67.05066,336.60498
Switzerland,Female,"Trachea, bronchus, lung cancers",49.88961,23.04655,91.25892
Switzerland,Male,Chronic obstructive pulmonary disease,108.892,20.5376,276.40605
Switzerland,Male,Ischaemic heart disease,828.02846,464.23521,1144.81756
Switzerland,Male,Lower respiratory infections,84.08477,26.59714,167.48461
Switzerland,Male,Stroke,123.52762,45.17452,226.78331
Switzerland,Male,"Trachea, bronchus, lung cancers",80.43869,37.15872,147.13981
Chile,Both,Chronic obstructive pulmonary disease,561.80564,174.9944,1156.07047
Chile,Both,Ischaemic heart disease,2239.81627,1407.75718,2888.81566
Chile,Both,Lower respiratory infections,761.25945,412.65125,1124.55159
Chile,Both,Stroke,1281.28943,638.16904,1959.78531
Chile,Both,"Trachea, bronchus, lung cancers",323.07931,175.50289,508.17282
Chile,Female,Chronic obstructive pulmonary disease,284.11238,88.49693,584.6398
Chile,Female,Ischaemic heart disease,969.71884,609.48243,1250.70034
Chile,Female,Lower respiratory infections,391.60278,212.27372,578.48547
Chile,Female,Stroke,677.09861,337.24103,1035.65039
Chile,Female,"Trachea, bronchus, lung cancers",132.20913,71.81854,207.9523
Chile,Male,Chronic obstructive pulmonary disease,277.69326,86.49747,571.43067
Chile,Male,Ischaemic heart disease,1270.09743,798.27475,1638.11532
Chile,Male,Lower respiratory infections,369.65667,200.37753,546.06611
Chile,Male,Stroke,604.19082,300.92801,924.13491
Chile,Male,"Trachea, bronchus, lung cancers",190.87018,103.68435,300.22052
China,Both,Chronic obstructive pulmonary disease,195839.6463,80539.37558,353608.6391
China,Both,Ischaemic heart disease,442523.0978,300927.2919,558560.2217
China,Both,Lower respiratory infections,51465.50742,36070.13718,67551.32996
China,Both,Stroke,361246.9614,191898.6599,545880.462
China,Both,"Trachea, bronchus, lung cancers",112146.6666,69040.46439,162790.2445
China,Female,Chronic obstructive pulmonary disease,81525.83775,33527.63443,147203.2915
China,Female,Ischaemic heart disease,195315.7555,132819.8272,246530.8867
China,Female,Lower respiratory infections,22101.44284,15490.02653,29009.36827
China,Female,Stroke,150761.9095,80086.51001,227816.3959
China,Female,"Trachea, bronchus, lung cancers",34608.71938,21306.04618,50237.44406
China,Male,Chronic obstructive pulmonary disease,114313.8085,47011.74115,206405.3476
China,Male,Ischaemic heart disease,247207.3423,168107.4647,312029.335
China,Male,Lower respiratory infections,29364.06457,20580.11065,38541.96168
China,Male,Stroke,210485.052,111812.1499,318064.0661
China,Male,"Trachea, bronchus, lung cancers",77537.94723,47734.41821,112552.8005
Côte d’Ivoire,Both,Chronic obstructive pulmonary disease,463.00048,156.33995,883.04549
Côte d’Ivoire,Both,Ischaemic heart disease,2775.98289,1795.34821,3592.70613
Côte d’Ivoire,Both,Lower respiratory infections,5245.46168,3075.91408,7647.64833
Côte d’Ivoire,Both,Stroke,1680.24408,834.60198,2732.98467
Côte d’Ivoire,Both,"Trachea, bronchus, lung cancers",43.97201,19.97603,72.86853
Côte d’Ivoire,Female,Chronic obstructive pulmonary disease,129.78294,43.82341,247.5251
Côte d’Ivoire,Female,Ischaemic heart disease,1011.9852,654.4946,1309.72185
Côte d’Ivoire,Female,Lower respiratory infections,2049.98788,1202.10326,2988.79056
Côte d’Ivoire,Female,Stroke,657.64742,326.66316,1069.69001
Côte d’Ivoire,Female,"Trachea, bronchus, lung cancers",12.39087,5.62905,20.53362
Côte d’Ivoire,Male,Chronic obstructive pulmonary disease,333.21753,112.51654,635.52038
Côte d’Ivoire,Male,Ischaemic heart disease,1763.99769,1140.8536,2282.98428
Côte d’Ivoire,Male,Lower respiratory infections,3195.4738,1873.81082,4658.85777
Côte d’Ivoire,Male,Stroke,1022.59666,507.93882,1663.29465
Côte d’Ivoire,Male,"Trachea, bronchus, lung cancers",31.58114,14.34699,52.33491
Cameroon,Both,Chronic obstructive pulmonary disease,562.23538,213.45764,1005.44056
Cameroon,Both,Ischaemic heart disease,2930.29636,2049.77638,3762.56615
Cameroon,Both,Lower respiratory infections,5723.46495,4051.56457,7506.90677
Cameroon,Both,Stroke,2202.24576,1192.54245,3491.27833
Cameroon,Both,"Trachea, bronchus, lung cancers",62.34526,36.07355,93.41656
Cameroon,Female,Chronic obstructive pulmonary disease,217.99697,82.76448,389.84205
Cameroon,Female,Ischaemic heart disease,1333.70513,932.94225,1712.50726
Cameroon,Female,Lower respiratory infections,2509.41389,1776.38066,3291.35171
Cameroon,Female,Stroke,1073.50311,581.31479,1701.85282
Cameroon,Female,"Trachea, bronchus, lung cancers",24.50145,14.17677,36.71236
Cameroon,Male,Chronic obstructive pulmonary disease,344.23841,130.69316,615.59851
Cameroon,Male,Ischaemic heart disease,1596.59123,1116.83413,2050.05889
Cameroon,Male,Lower respiratory infections,3214.05106,2275.18392,4215.55506
Cameroon,Male,Stroke,1128.74265,611.22766,1789.42551
Cameroon,Male,"Trachea, bronchus, lung cancers",37.8438,21.89678,56.7042
Democratic Republic of the Congo,Both,Chronic obstructive pulmonary disease,2150.62002,249.25055,5175.05043
Democratic Republic of the Congo,Both,Ischaemic heart disease,7479.17732,2777.36142,11654.82983
Democratic Republic of the Congo,Both,Lower respiratory infections,14708.81119,2513.41914,28830.67459
Democratic Republic of the Congo,Both,Stroke,5171.14332,1341.70111,10507.63299
Democratic Republic of the Congo,Both,"Trachea, bronchus, lung cancers",140.30672,20.43545,358.75224
Democratic Republic of the Congo,Female,Chronic obstructive pulmonary disease,998.71707,115.74838,2403.21915
Democratic Republic of the Congo,Female,Ischaemic heart disease,3750.71954,1392.81412,5844.7602
Democratic Republic of the Congo,Female,Lower respiratory infections,6307.25606,1077.77426,12362.82419
Democratic Republic of the Congo,Female,Stroke,2573.686,667.76671,5229.66514
Democratic Republic of the Congo,Female,"Trachea, bronchus, lung cancers",63.06591,9.18545,161.25413
Democratic Republic of the Congo,Male,Chronic obstructive pulmonary disease,1151.90295,133.50217,2771.83128
Democratic Republic of the Congo,Male,Ischaemic heart disease,3728.45779,1384.54731,5810.06963
Democratic Republic of the Congo,Male,Lower respiratory infections,8401.55514,1435.64488,16467.8504
Democratic Republic of the Congo,Male,Stroke,2597.45731,673.9344,5277.96785
Democratic Republic of the Congo,Male,"Trachea, bronchus, lung cancers",77.24081,11.25,197.49811
Congo,Both,Chronic obstructive pulmonary disease,82.25117,9.32936,205.18812
Congo,Both,Ischaemic heart disease,526.45054,218.12313,838.24921
Congo,Both,Lower respiratory infections,485.54165,83.38477,1028.33517
Congo,Both,Stroke,311.87009,72.23332,643.3635
Congo,Both,"Trachea, bronchus, lung cancers",6.05341,0.84853,17.0253
Congo,Female,Chronic obstructive pulmonary disease,39.99907,4.53691,99.7838
Congo,Female,Ischaemic heart disease,293.0342,121.41223,466.58834
Congo,Female,Lower respiratory infections,232.31014,39.89591,492.01276
Congo,Female,Stroke,177.1161,41.02248,365.3766
Congo,Female,"Trachea, bronchus, lung cancers",2.4672,0.34584,6.93903
Congo,Male,Chronic obstructive pulmonary disease,42.2521,4.79246,105.40432
Congo,Male,Ischaemic heart disease,233.41635,96.7109,371.66087
Congo,Male,Lower respiratory infections,253.23151,43.48885,536.32241
Congo,Male,Stroke,134.75399,31.21084,277.98689
Congo,Male,"Trachea, bronchus, lung cancers",3.58621,0.50269,10.08627
Colombia,Both,Chronic obstructive pulmonary disease,1662.46082,426.51067,3779.58749
Colombia,Both,Ischaemic heart disease,7828.2673,4718.06323,10492.16242
Colombia,Both,Lower respiratory infections,1527.29937,688.32659,2497.69147
Colombia,Both,Stroke,1728.94679,757.47827,2856.46586
Colombia,Both,"Trachea, bronchus, lung cancers",334.81211,170.69088,576.19067
Colombia,Female,Chronic obstructive pulmonary disease,846.9836,217.29688,1925.60846
Colombia,Female,Ischaemic heart disease,3715.29814,2239.1943,4979.58361
Colombia,Female,Lower respiratory infections,774.95521,349.2585,1267.33439
Colombia,Female,Stroke,953.97881,417.95284,1576.1086
Colombia,Female,"Trachea, bronchus, lung cancers",141.06849,71.91826,242.77003
Colombia,Male,Chronic obstructive pulmonary disease,815.47722,209.21379,1853.97903
Colombia,Male,Ischaemic heart disease,4112.96916,2478.86893,5512.57881
Colombia,Male,Lower respiratory infections,752.34416,339.0681,1230.35707
Colombia,Male,Stroke,774.96798,339.52543,1280.35726
Colombia,Male,"Trachea, bronchus, lung cancers",193.74362,98.77262,333.42064
Comoros,Both,Chronic obstructive pulmonary disease,8.67663,1.57259,21.03272
Comoros,Both,Ischaemic heart disease,63.5761,33.32992,90.72434
Comoros,Both,Lower respiratory infections,73.05285,20.87895,137.40753
Comoros,Both,Stroke,37.18832,11.57195,66.15126
Comoros,Both,"Trachea, bronchus, lung cancers",0.06671,0.0199,0.137
Comoros,Female,Chronic obstructive pulmonary disease,3.145,0.57001,7.62368
Comoros,Female,Ischaemic heart disease,30.13253,15.79705,42.99972
Comoros,Female,Lower respiratory infections,34.32009,9.80889,64.55379
Comoros,Female,Stroke,20.54199,6.39208,36.54046
Comoros,Female,"Trachea, bronchus, lung cancers",0.0,0.0,0.0
Comoros,Male,Chronic obstructive pulmonary disease,5.53163,1.00258,13.40904
Comoros,Male,Ischaemic heart disease,33.44356,17.53287,47.72462
Comoros,Male,Lower respiratory infections,38.73277,11.07006,72.85374
Comoros,Male,Stroke,16.64634,5.17987,29.6108
Comoros,Male,"Trachea, bronchus, lung cancers",0.06671,0.0199,0.137
Cabo Verde,Both,Chronic obstructive pulmonary disease,10.1956,3.03567,20.02263
Cabo Verde,Both,Ischaemic heart disease,107.89947,67.97222,146.129
Cabo Verde,Both,Lower respiratory infections,58.13248,28.27463,89.99009
Cabo Verde,Both,Stroke,43.28626,19.75272,69.7217
Cabo Verde,Both,"Trachea, bronchus, lung cancers",5.77288,2.526,10.16545
Cabo Verde,Female,Chronic obstructive pulmonary disease,4.81177,1.43267,9.44959
Cabo Verde,Female,Ischaemic heart disease,57.92711,36.49169,78.45109
Cabo Verde,Female,Lower respiratory infections,25.67189,12.48636,39.74053
Cabo Verde,Female,Stroke,20.3356,9.2797,32.75479
Cabo Verde,Female,"Trachea, bronchus, lung cancers",2.48872,1.08897,4.38238
Cabo Verde,Male,Chronic obstructive pulmonary disease,5.38384,1.603,10.57304
Cabo Verde,Male,Ischaemic heart disease,49.97236,31.48052,67.67791
Cabo Verde,Male,Lower respiratory infections,32.46059,15.78827,50.24957
Cabo Verde,Male,Stroke,22.95066,10.47302,36.9669
Cabo Verde,Male,"Trachea, bronchus, lung cancers",3.28416,1.43703,5.78307
Costa Rica,Both,Chronic obstructive pulmonary disease,115.15775,29.31545,262.69469
Costa Rica,Both,Ischaemic heart disease,497.26992,297.76061,657.6428
Costa Rica,Both,Lower respiratory infections,126.47237,57.90847,207.37756
Costa Rica,Both,Stroke,178.5361,80.07463,289.47393
Costa Rica,Both,"Trachea, bronchus, lung cancers",23.19105,11.92969,39.43617
Costa Rica,Female,Chronic obstructive pulmonary disease,53.29262,13.56658,121.56965
Costa Rica,Female,Ischaemic heart disease,196.13897,117.44619,259.3951
Costa Rica,Female,Lower respiratory infections,53.87695,24.66888,88.34238
Costa Rica,Female,Stroke,93.94326,42.13418,152.31723
Costa Rica,Female,"Trachea, bronchus, lung cancers",8.3218,4.28081,14.15114
Costa Rica,Male,Chronic obstructive pulmonary disease,61.86514,15.74887,141.12505
Costa Rica,Male,Ischaemic heart disease,301.13095,180.31442,398.2477
Costa Rica,Male,Lower respiratory infections,72.59542,33.23959,119.03518
Costa Rica,Male,Stroke,84.59284,37.94046,137.1567
Costa Rica,Male,"Trachea, bronchus, lung cancers",14.86925,7.64888,25.28503
Cuba,Both,Chronic obstructive pulmonary disease,530.42315,127.23373,1237.53372
Cuba,Both,Ischaemic heart disease,3782.07839,2127.05011,5238.27068
Cuba,Both,Lower respiratory infections,1139.16166,458.11891,2048.61956
Cuba,Both,Stroke,1044.30008,423.33343,1815.00744
Cuba,Both,"Trachea, bronchus, lung cancers",352.05805,149.04706,660.01847
Cuba,Female,Chronic obstructive pulmonary disease,238.75771,57.27132,557.04717
Cuba,Female,Ischaemic heart disease,1777.41124,999.62042,2461.75786
Cuba,Female,Lower respiratory infections,547.1453,220.03691,983.96268
Cuba,Female,Stroke,514.34009,208.50076,893.92993
Cuba,Female,"Trachea, bronchus, lung cancers",127.88212,54.14009,239.74615
Cuba,Male,Chronic obstructive pulmonary disease,291.66544,69.96241,680.48654
Cuba,Male,Ischaemic heart disease,2004.66714,1127.42969,2776.51282
Cuba,Male,Lower respiratory infections,592.01636,238.082,1064.65688
Cuba,Male,Stroke,529.95999,214.83268,921.07751
Cuba,Male,"Trachea, bronchus, lung cancers",224.17593,94.90697,420.27232
Cyprus,Both,Chronic obstructive pulmonary disease,38.86184,10.27303,87.64527
Cyprus,Both,Ischaemic heart disease,210.83365,127.81149,279.39922
Cyprus,Both,Lower respiratory infections,14.73883,6.65214,24.31072
Cyprus,Both,Stroke,50.73056,23.50139,84.24288
Cyprus,Both,"Trachea, bronchus, lung cancers",21.48642,10.76708,36.55592
Cyprus,Female,Chronic obstructive pulmonary disease,15.86466,4.19378,35.77965
Cyprus,Female,Ischaemic heart disease,83.12585,50.39252,110.15934
